I
810 Version. Created with TaxiDraw 0.3.2

1     69 1 0 EBGB Grimbergen
10  50.948384    4.391796 02x  12.000  2016 0000.0000 0000.0000  100 121121 03 0 1 0.45 0 0300.0300 
10  50.944378    4.394760 xxx  43.960    57 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948604    4.392845 xxx 318.647    56 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948432    4.392818 xxx 318.647    52 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.944305    4.394625 xxx 239.340    48 0000.0000 0000.0000   39 161161 02 0 0 0.25 0 
10  50.944179    4.392623 xxx  48.261   225 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948290    4.394052 xxx 136.827    60 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.947460    4.394145 xxx   0.065   646 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.952557    4.393105 xxx 151.790    69 0000.0000 0000.0000   49 161161 02 0 0 0.25 0 
10  50.952657    4.392911 xxx 101.284    75 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.951904    4.392979 xxx  12.000   623 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.944692    4.390549 xxx  12.000   755 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.949540    4.393151 xxx   0.000    20 0000.0000 0000.0000   20 111111 04 0 0 0.25 0 
10  50.952278    4.392086 xxx  15.266    85 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.943801    4.390395 xxx 131.086    66 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948540    4.394040 xxx 134.214    55 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948477    4.394155 xxx   0.065    82 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948576    4.393696 xxx  85.069   409 0000.0000 0000.0000   39 161161 02 0 0 0.25 0 
10  50.948454    4.392979 xxx  91.082    67 0000.0000 0000.0000   36 111111 02 0 0 0.25 0 
10  50.952513    4.392422 xxx  54.821   224 0000.0000 0000.0000   39 161161 02 0 0 0.25 0 
10  50.943995    4.392433 xxx 258.034  1007 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.945588    4.394446 xxx 358.765   729 0000.0000 0000.0000  549 111111 02 0 0 0.25 0 
10  50.947284    4.393013 xxx 164.331   572 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948894    4.392799 xxx   4.514   651 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.947479    4.394309 xxx   0.065   676 0000.0000 0000.0000  120 111111 02 0 0 0.25 0 
10  50.946065    4.392347 xxx 134.147   638 0000.0000 0000.0000   60 111111 03 0 0 0.25 0 
10  50.948359    4.393669 xxx  91.666   402 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.948261    4.395847 xxx   0.000    70 0000.0000 0000.0000   70 111111 02 0 0 0.25 0 
10  50.947643    4.392453 xxx   0.000    50 0000.0000 0000.0000   50 111111 05 0 0 0.25 0 
10  50.951311    4.392353 xxx 347.099  1163 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.945936    4.390461 xxx   0.000    30 0000.0000 0000.0000   30 111111 03 0 0 0.25 0 
10  50.944583    4.393137 xxx  28.287   216 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
10  50.944509    4.394837 xxx   5.066    85 0000.0000 0000.0000   40 161161 02 0 0 0.25 0 
14  50.948283    4.395862  50 0 Tower Viewpoint
18  50.947935    4.390450 1 BCN
19  50.947646    4.392448 1 WS
19  50.945934    4.390456 1 WS
19  50.949528    4.393165 1 WS
50 12780 Brussels Volmet
51 11950 Grimbergen Radio
52 12662 Brussels Departure

99
