I
810 Version. Created with TaxiDraw 0.3.2

1     13 1 1 EBOS Oostende
10  51.196247    2.870638 14C 136.828  1950 0000.0000 0000.0000  200 121121 03 0 1 0.25 0 0300.0300 
10  51.199828    2.875022 08x  77.236 10448 0985.1362 0000.0000  148 345345 02 0 3 0.25 1 0300.0300 
10  51.200575    2.872069 xxx 126.931   109 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.198484    2.853864 xxx 117.314    93 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.198609    2.853697 xxx 346.225    65 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.199999    2.874399 xxx 139.993    99 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.198462    2.867348 xxx 317.688   280 0000.0000 0000.0000  200 111111 02 0 0 0.25 0 
10  51.200370    2.867089 xxx  76.639  6481 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203921    2.882109 xxx  77.442  2979 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.204706    2.894468 xxx  92.850  2224 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201640    2.899589 xxx  46.550  1089 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201024    2.860878 xxx   7.199  1197 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.199993    2.866178 xxx  24.018  1171 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.200761    2.874990 xxx  35.650   859 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.199893    2.867866 xxx 315.382   796 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203356    2.895464 xxx  41.850   621 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201181    2.871706 xxx 347.364   565 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.200163    2.872372 xxx 347.239   398 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.197387    2.852728 xxx 347.057   381 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201672    2.883059 xxx 344.995   361 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.202369    2.876147 xxx 347.677   458 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201315    2.866018 xxx 329.376   548 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.202646    2.863432 xxx 283.250   544 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.202917    2.871281 xxx  77.850  2164 0000.0000 0000.0000  733 111111 02 0 0 0.25 0 
10  51.204306    2.870819 xxx  77.850  1869 0000.0000 0000.0000  386 111111 02 0 0 0.25 0 
10  51.197209    2.895905 xxx  10.698  1763 0000.0000 0000.0000  386 111111 02 0 0 0.25 0 
10  51.200834    2.857658 xxx  52.450  1783 0000.0000 0000.0000  386 111111 02 0 0 0.25 0 
10  51.200231    2.855307 xxx  56.850  1803 0000.0000 0000.0000  215 111111 02 0 0 0.25 0 
10  51.198552    2.852429 xxx 342.665   495 0000.0000 0000.0000  169 111111 02 0 0 0.25 0 
10  51.198866    2.853410 xxx  32.850   613 0000.0000 0000.0000  248 111111 02 0 0 0.25 0 
10  51.202259    2.882286 xxx 293.101   326 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203351    2.897798 xxx  20.850   273 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203863    2.897800 xxx 329.850   201 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.204073    2.896754 xxx 248.850   214 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.204230    2.900346 xxx 116.250   557 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203263    2.901467 xxx 185.250   334 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.199948    2.897448 xxx 191.621   374 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.202628    2.861306 xxx 242.250   420 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.203024    2.863441 xxx 283.050   515 0000.0000 0000.0000  202 111111 02 0 0 0.25 0 
10  51.203048    2.861996 xxx 241.850   324 0000.0000 0000.0000  163 111111 02 0 0 0.25 0 
10  51.202160    2.865158 xxx 320.954   226 0000.0000 0000.0000   65 161161 02 0 0 0.25 0 
10  51.201041    2.897148 xxx  45.000   764 0000.0000 0000.0000  148 161161 02 0 0 0.25 0 
10  51.197354    2.894779 xxx  10.574  1770 0000.0000 0000.0000  148 161161 02 0 0 0.25 0 
