I
810 Version. Created with TaxiDraw 0.3.2

1    614 1 1 EBCI Brussels South - Charleroi
10  50.460018    4.453085 07x  65.542  8332 1477.0000 0000.0000  146 342344 01 1 3 0.25 1 0300.0300 
10  50.458967    4.444912 xxx 110.256   156 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.459080    4.445271 xxx   9.861   128 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.457024    4.446829 xxx 290.803   156 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.456898    4.446391 xxx  19.715   147 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.463740    4.461140 xxx  14.863   170 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.461302    4.462270 xxx  23.747   191 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.461445    4.462811 xxx 109.920   186 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.464458    4.469017 xxx 294.939   182 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.464834    4.468740 xxx 198.295   174 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.466230    4.468345 xxx 289.568   178 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.466083    4.467828 xxx 197.434   163 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.467842    4.474033 xxx 204.336   130 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.455146    4.443402 xxx 155.867   476 0000.0000 0000.0000  100 111111 02 0 0 0.25 0 
10  50.454046    4.441271 xxx  64.918   462 0000.0000 0000.0000  340 111111 02 0 0 0.25 0 
10  50.457524    4.436682 xxx  54.769  1240 0000.0000 0000.0000  919 111111 02 0 0 0.25 0 
10  50.465726    4.468373 xxx 155.433   746 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.460702    4.443747 xxx  60.366  2899 0000.0000 0000.0000 1204 111111 02 0 0 0.25 0 
10  50.466931    4.471373 xxx  65.542  1609 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.462762    4.457267 xxx  65.542  1743 0000.0000 0000.0000   74 111111 04 0 0 0.25 0 
10  50.468450    4.470032 xxx 245.130  2005 0000.0000 0000.0000  827 111111 02 0 0 0.25 0 
10  50.461043    4.440427 xxx  48.630  3125 0000.0000 0000.0000  662 111111 02 0 0 0.25 0 
10  50.457340    4.448533 xxx  65.567  5088 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.458262    4.455363 xxx  65.567  5654 0000.0000 0000.0000  497 111111 02 0 0 0.35 0 
10  50.460867    4.461472 xxx  65.567  4305 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.459688    4.446827 xxx  65.542  3641 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.465646    4.461877 xxx 245.130  1189 0000.0000 0000.0000  631 111111 02 0 0 0.35 0 
10  50.462827    4.461535 xxx 155.597  1193 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.457797    4.446005 xxx 155.187  1004 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.460685    4.452594 xxx  96.360   881 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.460432    4.459587 xxx 253.119   566 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.459852    4.454992 xxx 153.914   340 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.457006    4.440048 xxx 156.650   371 0000.0000 0000.0000   66 111111 02 0 0 0.25 0 
10  50.464127    4.469537 xxx 155.433   340 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.461087    4.454102 xxx 155.636   376 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.454923    4.437302 xxx 156.323   196 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.459585    4.455566 xxx 286.915   191 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.459423    4.455014 xxx 201.084   185 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.454630    4.437763 xxx 295.107   202 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.457829    4.445956 xxx 289.100   110 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.458459    4.452776 xxx  89.577   198 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.457700    4.450081 xxx 155.319   156 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.454502    4.438396 xxx 277.466   145 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.463366    4.469844 xxx 202.015   110 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.463582    4.469871 xxx 168.273   120 0000.0000 0000.0000  100 161161 02 0 0 0.35 0 
10  50.464941    4.464561 xxx  65.542  1885 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  50.468081    4.474101 xxx 334.403   287 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
14  50.458424    4.454098   0 0 ATC Tower
18  50.460354    4.451798 1 BCN
19  50.455170    4.437618 1 WS
19  50.464111    4.470034 1 WS
50 11570 ATIS
50 13462 ATIS
53 12180 CHARLEROI GND
54 12130 CHARLEROI TWR
55 11970 CHARLEROI APP
55 13312 CHARLEROI APP

99
